Ticker,Name,Sector,Weight (%),Market Value,Price
RBB,RBB BANCORP,Financials,0.01,"9,829,239.00",21.00
EVGO,EVGO INC CLASS A,Consumer Discretionary,0.01,"9,813,843.78",2.99
VOYG,VOYAGER TECHNOLOGIES INC CLASS A,Industrials,0.01,"9,734,552.10",27.30
BWB,BRIDGEWATER BANCSHARES INC,Financials,0.01,"9,727,638.88",17.96
PKE,PARK AEROSPACE CORP,Industrials,0.01,"9,708,476.10",21.30
RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,0.01,"9,694,899.93",5.91
CERS,CERUS CORP,Health Care,0.01,"9,675,894.16",2.06
TWI,TITAN INTERNATIONAL INC,Industrials,0.01,"9,657,990.20",7.72
NMAX,NEWSMAX INC CLASS B,Communication,0.01,"9,618,239.20",8.20
RXST,RXSIGHT INC,Health Care,0.01,"9,587,011.25",10.75
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Staples,0.01,"9,578,871.12",22.47
WLFC,WILLIS LEASE FINANCE CORP,Industrials,0.01,"9,568,341.42",135.41
CLNE,CLEAN ENERGY FUELS CORP,Energy,0.01,"9,568,808.84",2.14
WTBA,WEST BANCORPORATION INC,Financials,0.01,"9,570,783.60",22.60
EVEX,EVE HOLDING INC,Industrials,0.01,"9,560,637.99",4.01
RM,REGIONAL MANAGEMENT CORP,Financials,0.01,"9,507,093.12",39.36
BBBY,BED BATH AND BEYOND INC,Consumer Discretionary,0.01,"9,501,081.52",5.48
FRBA,FIRST BANK,Financials,0.01,"9,469,193.97",16.53
FEIM,FREQUENCY ELECTRONICS INC,Information Technology,0.01,"9,440,859.06",55.98
PSTL,POSTAL REALTY TRUST INC CLASS A,Real Estate,0.01,"9,399,993.33",15.99
REPX,RILEY EXPLORATION PERMIAN INC,Energy,0.01,"9,390,805.00",26.50
ASC,ARDMORE SHIPPING CORP,Energy,0.01,"9,357,482.98",10.87
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,0.01,"9,360,411.20",20.30
STKL,SUNOPTA INC,Consumer Staples,0.01,"9,361,201.92",3.84
EGY,VAALCO ENERGY INC,Energy,0.01,"9,340,397.65",3.53
ZUMZ,ZUMIEZ INC,Consumer Discretionary,0.01,"9,310,464.90",27.22
ITIC,INVESTORS TITLE,Financials,0.01,"9,313,285.07",251.69
HY,HYSTER YALE INC CLASS A,Industrials,0.01,"9,306,581.40",30.15
CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials,0.01,"9,291,285.30",22.11
FLOC,FLOWCO HOLDINGS INC CLASS A,Energy,0.01,"9,269,247.96",18.27
BFS,SAUL CENTERS REIT INC,Real Estate,0.01,"9,258,536.80",31.55
GEFB,GREIF INC CLASS B,Materials,0.01,"9,263,043.90",76.07
MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,Health Care,0.01,"9,245,545.20",3.33
HBT,HBT FINANCIAL INC,Financials,0.01,"9,206,300.03",26.09
CVGW,CALAVO GROWERS INC,Consumer Staples,0.01,"9,190,438.80",21.52
BCML,BAYCOM CORP,Financials,0.01,"9,191,355.50",29.95
LXFR,LUXFER HOLDINGS PLC,Industrials,0.01,"9,195,449.40",13.95
ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Health Care,0.01,"9,168,729.93",5.21
CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,0.01,"9,151,558.05",5.89
MCS,THE MARCUS CORP,Communication,0.01,"9,158,697.60",15.60
SGHT,SIGHT SCIENCES INC,Health Care,0.01,"9,138,683.52",8.64
ARKO,ARKO,Consumer Discretionary,0.01,"9,105,714.51",4.63
DGICA,DONEGAL GROUP INC CLASS A,Financials,0.01,"9,096,050.88",20.16
SVV,SAVERS VALUE VILLAGE INC,Consumer Discretionary,0.01,"9,085,392.18",9.42
GOGO,GOGO INC,Communication,0.01,"9,087,254.28",4.68
BGS,B AND G FOODS INC,Consumer Staples,0.01,"9,057,020.16",4.64
CLPT,CLEARPOINT NEURO INC,Health Care,0.01,"9,018,732.45",13.65
ABL,ABACUS GLOBAL MANAGEMENT INC CLASS,Financials,0.01,"8,903,613.18",8.47
KRUS,KURA SUSHI USA INC,Consumer Discretionary,0.01,"8,885,371.01",55.27
WNC,WABASH NATIONAL CORP,Industrials,0.01,"8,876,151.72",8.74
JACK,JACK IN THE BOX INC,Consumer Discretionary,0.01,"8,876,365.47",19.53
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,0.01,"8,879,665.58",24.98
BVS,BIOVENTUS CLASS A INC,Health Care,0.01,"8,861,469.66",7.53
MGTX,MEIRAGTX HOLDINGS PLC,Health Care,0.01,"8,853,850.92",7.82
OSG,OCTAVE SPECIALTY GROUP INC,Financials,0.01,"8,856,933.98",7.79
BWFG,BANKWELL FINANCIAL GROUP INC,Financials,0.01,"8,831,201.28",46.72
LBRX,LB PHARMACEUTICALS INC,Health Care,0.01,"8,789,258.20",21.40
NAGE,NIAGEN BIOSCIENCE INC,Health Care,0.01,"8,778,380.84",6.59
RRBI,RED RIVER BANCSHARES INC,Financials,0.01,"8,774,631.23",72.83
EOLS,EVOLUS INC,Health Care,0.01,"8,762,342.22",6.66
CLFD,CLEARFIELD INC,Information Technology,0.01,"8,747,929.08",29.94
LTBR,LIGHTBRIDGE CORP,Energy,0.01,"8,742,353.09",13.07
PUBM,PUBMATIC INC CLASS A,Communication,0.01,"8,700,823.04",8.96
OBT,ORANGE COUNTY BANCORP INC,Financials,0.01,"8,703,755.40",28.65
SITC,SITE CENTERS CORP,Real Estate,0.01,"8,707,985.94",6.47
CLDT,CHATHAM LODGING TRUST REIT,Real Estate,0.01,"8,686,532.40",6.96
SLDB,SOLID BIOSCIENCES INC,Health Care,0.01,"8,685,039.61",5.69
CBNK,CAPITAL BANCORP INC,Financials,0.01,"8,666,438.82",28.47
ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,0.01,"8,648,877.12",12.48
ACCO,ACCO BRANDS CORP,Industrials,0.01,"8,650,676.25",3.75
NGS,NATURAL GAS SERVICES GROUP INC,Energy,0.01,"8,632,783.88",33.74
BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,0.01,"8,632,823.72",42.67
EB,EVENTBRITE CLASS A INC,Communication,0.01,"8,609,426.40",4.44
MGPI,MGP INGREDIENTS INC,Consumer Staples,0.01,"8,582,476.96",24.17
DNA,GINKGO BIOWORKS HOLDINGS INC CLASS,Health Care,0.01,"8,521,301.83",8.17
TRC,TEJON RANCH,Real Estate,0.01,"8,526,117.15",15.83
CTEV,CLARITEV CORP CLASS A,Health Care,0.01,"8,414,101.59",42.41
BIOA,BIOAGE LABS INC,Health Care,0.01,"8,386,444.88",13.84
CENT,CENTRAL GARDEN AND PET,Consumer Staples,0.01,"8,387,889.78",32.43
PRME,PRIME MEDICINE INC,Health Care,0.01,"8,383,549.00",3.37
CBAN,COLONY BANKCORP INC,Financials,0.01,"8,374,985.35",17.95
CZNC,CITIZENS AND NORTHERN CORP,Financials,0.01,"8,356,660.20",20.36
SRTA,STRATA CRITICAL MEDICAL INC CLASS,Health Care,0.01,"8,359,406.00",4.84
MBI,MBIA INC,Financials,0.01,"8,361,576.96",7.04
MOV,MOVADO GROUP INC,Consumer Discretionary,0.01,"8,341,850.88",21.12
RC,READY CAPITAL CORP,Financials,0.01,"8,344,688.40",2.19
VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,0.01,"8,318,451.96",36.27
BYND,BEYOND MEAT INC,Consumer Staples,0.01,"8,251,782.91",0.86
ALT,ALTIMMUNE INC,Health Care,0.01,"8,245,143.04",3.68
CRML,CRITICAL METALS CORP,Materials,0.01,"8,229,413.28",7.26
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,0.01,"8,192,971.90",17.41
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,0.01,"8,182,538.48",25.46
PDLB,PONCE FINANCIAL GROUP INC,Financials,0.01,"8,185,595.74",16.58
AMCX,AMC NETWORKS CLASS A INC,Communication,0.01,"8,145,600.01",9.83
DNUT,KRISPY KREME INC,Consumer Discretionary,0.01,"8,141,770.71",4.17
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,0.01,"8,108,729.44",23.72
TITN,TITAN MACHINERY INC,Industrials,0.01,"8,059,250.92",15.11
HLLY,HOLLEY INC,Consumer Discretionary,0.01,"8,054,546.04",4.23
CODI,COMPASS DIVERSIFIED,Financials,0.01,"7,998,054.48",4.68
STRT,STRATTEC SECURITY CORP,Consumer Discretionary,0.01,"7,999,655.04",77.48
FNLC,FIRST BANCORP INC,Financials,0.01,"7,981,761.36",26.58
MTRX,MATRIX SERVICE,Industrials,0.01,"7,982,932.50",11.82
DENN,DENNYS CORP,Consumer Discretionary,0.01,"7,978,222.98",6.21
MVBF,MVB FINANCIAL CORP,Financials,0.01,"7,963,014.95",26.15
GBFH,GBANK FINL HLDGS INC,Financials,0.01,"7,911,971.51",34.49
FSBW,FS BANCORP INC,Financials,0.01,"7,896,596.16",41.92
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,0.01,"7,889,072.64",7.68
IBTA,IBOTTA INC CLASS A,Communication,0.01,"7,878,184.23",22.47
NPB,NORTHPOINTE BANCSHARES INC,Financials,0.01,"7,878,908.62",16.99
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,0.01,"7,858,906.25",3.65
NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,0.01,"7,842,975.20",22.90
PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,0.01,"7,830,879.00",4.65
PKBK,PARKE BANCORP INC,Financials,0.01,"7,818,100.00",25.00
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,0.01,"7,812,381.50",5.50
SLP,SIMULATIONS PLUS INC,Health Care,0.01,"7,737,016.14",18.27
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,0.01,"7,723,593.80",19.37
DCTH,DELCATH SYS INC,Health Care,0.01,"7,723,779.39",10.17
NEWT,NEWTEKONE INC,Financials,0.01,"7,723,895.20",11.45
IPI,INTREPID POTASH INC,Materials,0.01,"7,702,322.70",27.91
BRCB,BLACK ROCK COFFEE BAR INC CLASS A,Consumer Discretionary,0.01,"7,702,722.65",23.15
CDZI,CADIZ INC,Utilities,0.01,"7,707,444.64",5.48
ONIT,ONITY GROUP INC,Financials,0.01,"7,668,097.71",44.59
XRX,XEROX HOLDINGS CORP,Information Technology,0.01,"7,649,537.00",2.45
CNDT,CONDUENT INC,Industrials,0.01,"7,626,308.80",1.87
OPFI,OPPFI INC CLASS A,Financials,0.01,"7,605,144.44",11.02
VIA,VIA TRANSPORTATION INC CLASS A,Information Technology,0.01,"7,570,413.58",30.02
OEC,ORION SA,Materials,0.01,"7,561,705.44",5.19
KIDS,ORTHOPEDIATRICS CORP,Health Care,0.01,"7,549,130.74",17.63
MNPR,MONOPAR THERAPEUTICS INC,Health Care,0.01,"7,533,861.86",65.57
ADCT,ADC THERAPEUTICS SA,Health Care,0.01,"7,535,524.50",3.50
FVR,FRONTVIEW REIT INC,Real Estate,0.01,"7,501,453.50",15.10
RCKT,ROCKET PHARMACEUTICALS INC,Health Care,0.01,"7,471,949.76",3.48
CTGO,CONTANGO ORE INC,Materials,0.01,"7,475,158.14",27.42
TRDA,ENTRADA THERAPEUTICS INC,Health Care,0.01,"7,459,347.72",10.23
CRSR,CORSAIR GAMING INC,Information Technology,0.01,"7,426,897.10",5.95
GNE,GENIE ENERGY LTD CLASS B,Utilities,0.01,"7,423,336.85",13.85
LOCO,EL POLLO LOCO INC,Consumer Discretionary,0.01,"7,406,889.72",10.68
LAND,GLADSTONE LAND REIT CORP,Real Estate,0.01,"7,398,622.49",8.89
FRST,PRIMIS FINANCIAL CORP,Financials,0.01,"7,391,089.17",12.99
ALDX,ALDEYRA THERAPEUTICS INC,Health Care,0.01,"7,363,222.57",5.17
TSBK,TIMBERLAND BANCORP INC,Financials,0.01,"7,351,233.67",35.87
BYRN,BYRNA TECHNOLOGIES INC,Industrials,0.01,"7,322,568.69",16.07
DOMO,DOMO INC CLASS B,Information Technology,0.01,"7,295,321.80",8.71
CMTG,CLAROS MORTGAGE TRUST INC,Financials,0.01,"7,286,068.08",3.06
TLS,TELOS CORPORATION CORP,Information Technology,0.01,"7,236,398.75",5.11
SWIM,LATHAM GROUP INC,Consumer Discretionary,0.01,"7,225,283.52",6.24
ISTR,INVESTAR HOLDING CORP,Financials,0.01,"7,204,491.00",27.00
MPLT,MAPLIGHT THERAPEUTICS INC,Health Care,0.01,"7,156,484.01",17.73
CMRC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology,0.01,"7,159,513.52",4.12
CIO,CITY OFFICE REIT INC,Real Estate,0.01,"7,140,340.56",6.96
DMAC,DIAMEDICA THERAPEUTICS INC,Health Care,0.01,"7,127,987.04",8.28
KFS,KINGSWAY FINANCIAL SERVICES INC,Financials,0.01,"7,108,850.04",13.62
QTRX,QUANTERIX CORP,Health Care,0.01,"7,111,344.96",6.36
NVEC,NVE CORP,Information Technology,0.01,"7,079,668.17",58.79
SVC,SERVICE PROPERTIES TRUST,Real Estate,0.01,"7,082,854.44",1.74
ACRS,ACLARIS THERAPEUTICS INC,Health Care,0.01,"7,084,227.64",3.01
TH,TARGET HOSPITALITY CORP,Consumer Discretionary,0.01,"7,074,488.40",8.40
CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,0.01,"7,049,095.20",57.96
PSFE,PAYSAFE LTD,Financials,0.01,"7,037,418.36",7.98
FSTR,LB FOSTER,Industrials,0.01,"7,025,050.76",27.82
RBBN,RIBBON COMMUNICATIONS INC,Information Technology,0.01,"7,025,838.54",2.94
MITT,TPG MORTGAGE INVESTMENT TRUST INC,Financials,0.01,"7,018,006.08",8.88
OOMA,OOMA INC,Information Technology,0.01,"6,997,730.40",11.56
PLBC,PLUMAS BANCORP,Financials,0.01,"6,991,765.20",44.94
XPER,XPERI INC,Information Technology,0.01,"6,963,205.32",5.87
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials,0.01,"6,910,032.24",4.99
PCB,PCB BANCORP,Financials,0.01,"6,894,925.80",21.80
RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,0.01,"6,869,241.85",14.11
PACK,RANPAK HOLDINGS CORP CLASS A,Materials,0.01,"6,865,826.86",5.77
PBYI,PUMA BIOTECHNOLOGY INC,Health Care,0.01,"6,853,509.39",6.09
EGHT,8X8 INC,Information Technology,0.01,"6,856,964.25",2.01
BOC,BOSTON OMAHA CORP CLASS A,Communication,0.01,"6,836,004.56",12.46
WOW,WIDEOPENWEST INC,Communication,0.01,"6,819,415.20",5.20
VOXR,VOX ROYALTY CORP,Materials,0.01,"6,820,385.25",4.85
KELYA,KELLY SERVICES INC CLASS A,Industrials,0.01,"6,822,289.04",8.68
BRBS,BLUE RIDGE BANKSHARES INC,Financials,0.01,"6,810,956.50",4.25
DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary,0.01,"6,803,595.50",7.82
HDSN,HUDSON TECHNOLOGIES INC,Industrials,0.01,"6,795,864.45",6.85
CLW,CLEARWATER PAPER CORP,Materials,0.01,"6,731,638.65",17.49
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,0.01,"6,725,317.76",3.68
MEC,MAYVILLE ENGINEERING COMPANY INC,Industrials,0.01,"6,688,357.25",19.75
MBCN,MIDDLEFIELD BANC CORP,Financials,0.01,"6,691,429.28",34.94
WSBF,WATERSTONE FINANCIAL INC,Financials,0.01,"6,684,963.68",16.48
BLZE,BACKBLAZE INC CLASS A,Information Technology,0.01,"6,644,137.86",4.78
FRPH,FRP HOLDINGS INC,Real Estate,0.01,"6,627,478.05",22.95
LENZ,LENZ THERAPEUTICS INC,Health Care,0.01,"6,616,012.20",16.52
AVIR,ATEA PHARMACEUTICALS INC,Health Care,0.01,"6,590,570.40",3.60
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials,0.01,"6,595,134.48",28.18
SB,SAFE BULKERS INC,Industrials,0.01,"6,558,412.96",4.84
NCMI,NATIONAL CINEMEDIA INC,Communication,0.01,"6,536,798.06",3.86
SSP,EW SCRIPPS CLASS A,Communication,0.01,"6,521,610.14",3.94
SIGA,SIGA TECHNOLOGIES INC,Health Care,0.01,"6,494,081.25",6.25
NATH,NATHANS FAMOUS INC,Consumer Discretionary,0.01,"6,477,100.98",94.01
KRMD,KORU MEDICAL SYSTEMS INC,Health Care,0.01,"6,462,953.64",6.06
CRCT,CRICUT INC CLASS A,Consumer Discretionary,0.01,"6,468,008.96",5.02
JMSB,JOHN MARSHALL BANCORP INC,Financials,0.01,"6,450,915.80",20.47
BMBL,BUMBLE INC CLASS A,Communication,0.01,"6,447,035.70",3.45
ZIP,ZIPRECRUITER INC CLASS A,Communication,0.01,"6,432,286.40",3.94
CADL,CANDEL THERAPEUTICS INC,Health Care,0.01,"6,404,957.40",5.80
HNST,THE HONEST COMPANY INC,Consumer Staples,0.01,"6,396,034.40",2.68
HSHP,HIMALAYA SHIPPING LTD,Industrials,0.01,"6,388,113.12",9.12
MVIS,MICROVISION INC,Information Technology,0.01,"6,365,840.82",0.86
CCRN,CROSS COUNTRY HEALTHCARE INC,Health Care,0.01,"6,356,041.40",8.20
PLSE,PULSE BIOSCIENCES INC,Health Care,0.01,"6,332,379.70",14.15
FTK,FLOTEK INDUSTRIES INC,Materials,0.01,"6,310,330.70",17.30
GRNT,GRANITE RIDGE RESOURCES INC,Energy,0.01,"6,287,221.32",4.74
VUZI,VUZIX CORP,Information Technology,0.01,"6,274,578.85",3.55
RMR,RMR GROUP INC CLASS A,Real Estate,0.01,"6,260,462.00",14.95
USAU,US GOLD CORP,Materials,0.01,"6,253,167.96",20.26
JRVR,JAMES RIVER GROUP HOLDINGS INC,Financials,0.01,"6,259,520.00",6.31
VMD,VIEMED HEALTHCARE INC,Health Care,0.01,"6,251,221.92",7.44
TOI,ONCOLOGY INSTITUTE INC,Health Care,0.01,"6,204,766.40",3.65
DSGN,DESIGN THERAPEUTICS INC,Health Care,0.01,"6,190,677.13",9.79
CIA,CITIZENS INC CLASS A,Financials,0.01,"6,170,157.64",5.24
III,INFORMATION SERVICES GROUP INC,Information Technology,0.01,"6,168,540.66",6.06
GCO,GENESCO INC,Consumer Discretionary,0.01,"6,148,887.20",24.80
HYLN,HYLIION HOLDINGS CORP,Industrials,0.01,"6,150,784.55",1.93
SMC,SUMMIT MIDSTREAM CORP,Energy,0.01,"6,152,804.82",26.93
INSE,INSPIRED ENTERTAINMENT INC,Consumer Discretionary,0.01,"6,132,212.76",9.42
SPOK,SPOK HOLDINGS INC,Communication,0.01,"6,131,550.84",13.08
ABEO,ABEONA THERAPEUTICS INC,Health Care,0.01,"6,097,065.78",5.37
AVNW,AVIAT NETWORKS INC,Information Technology,0.01,"6,097,352.20",21.40
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,0.01,"6,074,785.78",43.61
TBCH,TURTLE BEACH CORP,Information Technology,0.01,"6,057,145.80",13.95
WBTN,WEBTOON ENTERTAINMENT INC,Communication,0.01,"6,051,906.15",13.15
PAL,PROFICIENT AUTO LOGISTICS INC,Industrials,0.01,"5,988,208.72",9.88
BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary,0.01,"5,988,866.94",350.78
ASUR,ASURE SOFTWARE INC,Industrials,0.01,"5,975,677.84",9.43
XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary,0.01,"5,969,262.10",8.57
XOMA,XOMA ROYALTY CORP,Health Care,0.01,"5,929,508.00",25.25
THRY,THRYV HOLDINGS INC,Communication,0.01,"5,936,285.87",6.13
BLFY,BLUE FOUNDRY BANCORP,Financials,0.01,"5,914,030.38",12.66
ATEX,ANTERIX INC,Communication,0.01,"5,886,815.04",21.72
NEXN,NEXXEN INTERNATIONAL LTD,Communication,0.01,"5,888,360.96",6.56
WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,0.01,"5,879,972.77",2.87
AURA,AURA BIOSCIENCES INC,Health Care,0.01,"5,880,141.54",5.46
ASLE,AERSALE CORP,Industrials,0.01,"5,849,681.10",7.05
TECX,TECTONIC THERAPEUTIC INC,Health Care,0.01,"5,819,525.53",20.77
ATNI,ATN INTERNATIONAL INC,Communication,0.01,"5,823,089.44",23.03
NRC,NATIONAL RESEARCH CORP,Health Care,0.01,"5,812,635.64",18.97
AGL,AGILON HEALTH,Health Care,0.01,"5,804,589.85",0.74
PLTK,PLAYTIKA HOLDING CORP,Communication,0.01,"5,778,534.02",3.94
CRDA,CRAWFORD CLASS A,Financials,0.01,"5,759,442.15",11.55
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,0.01,"5,713,024.41",12.79
MEI,METHODE ELECTRONICS INC,Information Technology,0.01,"5,713,160.22",6.78
ATLO,AMES NATIONAL CORP,Financials,0.01,"5,709,678.39",23.01
FDBC,FIDELITY D AND D BANCORP INC,Financials,0.01,"5,703,803.84",44.48
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,0.01,"5,690,822.55",19.73
DDD,3D SYSTEMS CORP,Industrials,0.01,"5,691,185.10",1.78
LFCR,LIFECORE BIOMEDICAL INC,Health Care,0.01,"5,687,022.00",8.25
TBRG,TRUBRIDGE INC,Health Care,0.01,"5,624,517.43",22.07
NWFL,NORWOOD FINANCIAL CORP,Financials,0.01,"5,627,416.32",28.64
PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials,0.01,"5,615,330.04",12.84
FVCB,FVCBANKCORP INC,Financials,0.01,"5,617,136.94",13.94
INR,INFINITY NATURAL RESOURCES INC CLA,Energy,0.01,"5,606,863.60",14.66
MYFW,FIRST WESTERN FINANCIAL INC,Financials,0.01,"5,610,328.32",26.02
OPRT,OPORTUN FINANCIAL CORP,Financials,0.01,"5,600,284.95",5.29
LCNB,LCNB CORP,Financials,0.01,"5,585,940.40",16.76
FUNC,FIRST UNITED CORP,Financials,0.01,"5,570,344.00",38.00
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,0.01,"5,573,137.50",7.50
BKTI,BK TECHNOLOGIES CORP,Information Technology,0.01,"5,551,069.51",74.51
OVLY,OAK VALLEY BANCORP,Financials,0.01,"5,534,142.94",30.07
SNWV,SANUWAVE HEALTH INC,Health Care,0.01,"5,524,204.74",29.98
BELFA,BEL FUSE INC CLASS A,Information Technology,0.01,"5,517,214.01",153.67
PCYO,PURE CYCLE CORP,Utilities,0.01,"5,520,443.80",11.08
ALMU,AELUMA INC,Information Technology,0.01,"5,486,587.70",17.05
RLGT,RADIANT LOGISTIC INC,Industrials,0.01,"5,478,055.95",6.45
JELD,JELD WEN HOLDING INC,Industrials,0.01,"5,439,862.88",2.44
RCKY,ROCKY BRANDS INC,Consumer Discretionary,0.01,"5,412,264.32",30.08
SEVN,SEVEN HILLS REALTY TRUST,Financials,0.01,"5,369,071.05",8.89
SPIR,SPIRE GLOBAL INC CLASS A,Industrials,0.01,"5,370,831.36",7.68
JCAP,JEFFERSON CAPITAL INC,Financials,0.01,"5,373,121.50",22.94
CHMG,CHEMUNG FINANCIAL CORP,Financials,0.01,"5,362,882.20",55.80
FBLA,FB BANCORP INC,Financials,0.01,"5,345,618.30",12.98
VEL,VELOCITY FINANCIAL INC,Financials,0.01,"5,337,646.60",19.34
NKSH,NATIONAL BANKSHARES INC,Financials,0.01,"5,333,462.68",33.67
OMI,OWENS & MINOR INC,Health Care,0.01,"5,333,815.92",2.76
FBYD,FALCON S BEYOND GLOBAL INC CLASS A,Industrials,0.01,"5,318,498.63",16.99
PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials,0.01,"5,308,332.75",7.05
ONTF,ON24 INC,Information Technology,0.01,"5,312,136.88",5.86
LMNR,LIMONEIRA,Consumer Staples,0.01,"5,304,606.84",12.42
ARDT,ARDENT HEALTH INC,Health Care,0.01,"5,297,913.60",8.96
WNEB,WESTERN NEW ENGLAND BANCORP INC,Financials,0.01,"5,283,063.93",12.77
ALLO,ALLOGENE THERAPEUTICS INC,Health Care,0.01,"5,261,680.56",1.38
SMLR,SEMLER SCIENTIFIC INC,Health Care,0.01,"5,268,011.70",15.89
FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,0.01,"5,255,588.60",50.20
NFE,NEW FORTRESS ENERGY INC CLASS A,Energy,0.01,"5,256,936.72",1.16
HRTX,HERON THERAPEUTICS INC,Health Care,0.01,"5,252,348.06",1.31
VTEX,VTEX CLASS A,Information Technology,0.01,"5,244,612.24",3.72
LAW,CS DISCO INC,Information Technology,0.01,"5,212,292.47",7.81
KINS,KINGSTONE COMPANIES INC,Financials,0.01,"5,194,676.40",17.09
PINE,ALPINE INCOME PROPERTY TRUST INC,Real Estate,0.01,"5,176,871.28",16.56
UIS,UNISYS CORP,Information Technology,0.01,"5,169,155.00",2.84
PKOH,PARK OHIO HOLDINGS CORP,Industrials,0.01,"5,157,662.90",21.10
CTRN,CITI TRENDS INC,Consumer Discretionary,0.01,"5,162,897.88",41.94
CFFI,C AND F FINANCIAL CORP,Financials,0.01,"5,145,009.84",71.53
LOVE,LOVESAC COMPANY,Consumer Discretionary,0.01,"5,137,129.36",14.96
ALCO,ALICO INC,Consumer Staples,0.01,"5,109,201.46",36.86
BPRN,PRINCETON BANCORP INC,Financials,0.01,"5,072,978.24",35.41
MFIN,MEDALLION FINANCIAL CORP,Financials,0.01,"5,056,632.36",10.53
RMNI,RIMINI STREET INC,Information Technology,0.01,"5,050,219.42",3.86
USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials,0.01,"5,039,463.00",18.70
OPRX,OPTIMIZERX CORP,Health Care,0.01,"5,035,668.75",12.25
QUAD,QUAD GRAPHICS INC CLASS A,Industrials,0.01,"5,025,455.82",6.38
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,0.01,"5,015,301.70",23.30
BSVN,BANK7 CORP,Financials,0.01,"5,007,898.35",40.95
VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,0.01,"5,009,037.16",40.76
IMMR,IMMERSION CORP,Information Technology,0.01,"5,003,134.00",6.80
OABI,OMNIAB INC,Health Care,0.01,"4,965,078.10",1.90
ALTI,ALTI GLOBAL INC CLASS A,Financials,0.01,"4,957,541.24",4.67
OLPX,OLAPLEX HOLDINGS INC,Consumer Staples,0.01,"4,943,671.60",1.40
BNTC,BENITEC BIOPHARMA INC,Health Care,0.01,"4,935,559.32",13.49
VYGR,VOYAGER THERAPEUTICS INC,Health Care,0.01,"4,909,468.60",4.04
NGNE,NEUROGENE INC,Health Care,0.01,"4,910,595.22",20.14
RZLT,REZOLUTE INC,Health Care,0.01,"4,906,923.30",2.43
TG,TREDEGAR CORP,Materials,0.01,"4,888,184.16",7.44
BETR,BETTER HOME FINANCE HOLDING CLASS,Financials,0.01,"4,858,653.88",34.12
SLQT,SELECTQUOTE INC,Financials,0.01,"4,851,231.52",1.36
EDIT,EDITAS MEDICINE INC,Health Care,0.01,"4,844,933.10",2.10
ASPN,ASPEN AEROGELS INC,Materials,0.01,"4,847,271.66",2.97
LDI,LOANDEPOT INC CLASS A,Financials,0.01,"4,847,471.20",2.08
PAYS,PAYSIGN INC,Financials,0.01,"4,788,671.14",5.17
KRT,KARAT PACKAGING INC,Industrials,0.01,"4,789,867.76",22.84
EVCM,EVERCOMMERCE INC,Information Technology,0.01,"4,780,387.00",12.20
QSI,QUANTUM SI INC CLASS A,Health Care,0.01,"4,782,626.14",1.18
LRMR,LARIMAR THERAPEUTICS INC,Health Care,0.01,"4,764,972.96",3.96
PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,0.01,"4,732,065.84",36.71
